Ordenador invisible,Donald Norman,Diseño de Software,Ordenador_Invisible.pdf,1b3a539b-a2e4-45d3-95b3-5a4856f16601
Abstraccion_y_jerarquia_datos,Barbara Liskov,Sistemas,abstraccion_de_datos_y_jerarquia_Barbara_Liskov.pdf,9f3fb8f8-edf6-4a76-8bde-d5278a70ab53
